Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.596801e-01,2.575714e+00,1.785500e-02,1.442606e-01,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,[2.57571402 0.017855   0.14426064],1.416565e-01,0.03976380437431407
2,14,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.625467e-01,2.619247e+00,-4.266845e-03,4.098094e-02,8.614438e-01,9.055348e-01,1.040030e+00,-2.091259e-01,[ 2.61924671 -0.00426685  0.04098094],1.265336e-01,0.04611110111067664
3,21,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.328234e-01,2.612178e+00,3.212946e-02,7.879067e-02,7.406649e-01,7.846680e-01,9.786855e-01,-5.642465e-01,[2.61217847 0.03212946 0.07879067],1.005284e-01,0.0
4,28,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.503514e-01,2.754328e+00,-2.553174e-02,1.064995e-01,6.781028e-01,7.935187e-01,1.418715e+00,-2.699829e-01,[ 2.75432847 -0.02553174  0.10649955],1.112153e-01,0.019990800119704107
5,35,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.625467e-01,2.624238e+00,-3.815774e-02,8.487752e-02,6.289884e-01,6.821645e-01,1.367671e+00,-5.330176e-01,[ 2.62423798 -0.03815774  0.08487752],9.411134e-02,0.006926171117372997
6,42,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.625467e-01,2.502686e+00,-1.366163e-03,4.602959e-02,5.407262e-01,5.975707e-01,1.774589e+00,-5.561558e-01,[ 2.50268565e+00 -1.36616302e-03  4.60295891e-02],9.195929e-02,0.0
7,49,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.625467e-01,2.495399e+00,-2.290938e-02,1.325538e-02,4.712347e-01,5.515253e-01,1.676345e+00,-8.308508e-01,[ 2.49539851 -0.02290938  0.01325538],8.685296e-02,0.0
8,56,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.516945e-01,2.452997e+00,1.567643e-02,-7.134555e-02,4.183884e-01,6.354550e-01,1.787662e+00,-7.438506e-01,[ 2.4529972   0.01567643 -0.07134555],9.745569e-02,0.0
9,63,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.508181e-01,2.517811e+00,2.876337e-02,1.849343e-03,3.860300e-01,5.517684e-01,1.601838e+00,-1.075315e+00,[2.51781072e+00 2.87633655e-02 1.84934326e-03],8.365604e-02,0.0
10,70,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.592416e-01,2.564999e+00,1.506982e-02,5.007650e-02,3.335358e-01,4.892206e-01,1.597061e+00,-1.344782e+00,[2.564999   0.01506982 0.0500765 ],7.226991e-02,0.0
11,77,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.500338e-01,2.561683e+00,2.923822e-02,6.210861e-02,2.972302e-01,4.998531e-01,1.396632e+00,-1.572625e+00,[2.56168265 0.02923822 0.06210861],6.307032e-02,0.0
12,84,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.321959e-01,2.649408e+00,4.517242e-02,1.075761e-01,2.908708e-01,4.343907e-01,1.902944e+00,-1.425285e+00,[2.64940754 0.04517242 0.10757611],7.127612e-02,0.0
13,91,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.282157e-01,2.721070e+00,1.418904e-02,1.094522e-01,2.600884e-01,4.185239e-01,2.213562e+00,-1.423152e+00,[2.72106954 0.01418904 0.10945225],7.868356e-02,0.00409891981081096
14,98,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.245535e-01,2.682239e+00,3.157589e-02,7.137429e-02,2.294633e-01,3.854287e-01,1.917148e+00,-1.774573e+00,[2.68223942 0.03157589 0.07137429],7.195577e-02,0.0
15,105,1.215763e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.240869e-01,2.702996e+00,2.790439e-02,9.832236e-02,1.986307e-01,3.485725e-01,1.681264e+00,-2.150671e+00,[2.70299561 0.02790439 0.09832236],6.165851e-02,0.0
16,112,1.189711e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.247161e-01,2.713481e+00,2.898400e-02,1.007853e-01,1.710454e-01,2.996865e-01,1.463584e+00,-2.589956e+00,[2.71348069 0.028984   0.10078531],5.156334e-02,0.0
17,119,1.189711e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.273732e-01,2.739407e+00,1.851284e-02,1.094221e-01,1.524574e-01,2.902368e-01,1.376245e+00,-2.798570e+00,[2.73940678 0.01851284 0.10942211],4.623789e-02,0.0
18,126,1.189711e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.223733e-01,2.777578e+00,2.340453e-02,1.542683e-01,1.334065e-01,2.923940e-01,1.646069e+00,-2.745617e+00,[2.77757821 0.02340453 0.15426833],5.039720e-02,0.0005533108282595298
19,133,1.126205e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.239570e-01,2.807552e+00,1.535548e-02,1.465878e-01,1.149233e-01,2.791297e-01,1.669054e+00,-2.927312e+00,[2.80755187 0.01535548 0.14658777],5.023035e-02,0.006545804391765965
20,140,1.117307e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.143031e-01,2.850811e+00,1.770921e-02,1.320842e-01,1.021854e-01,3.433616e-01,1.677687e+00,-2.832522e+00,[2.85081144 0.01770921 0.13208416],5.776499e-02,0.014813892208153776
21,147,1.095352e-01,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.154754e-01,2.889406e+00,4.150670e-03,1.337836e-01,9.313692e-02,3.334901e-01,1.745306e+00,-2.914897e+00,[2.8894056  0.00415067 0.13378358],6.430584e-02,0.0
22,154,9.610837e-02,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.175324e-01,2.904102e+00,6.259906e-03,1.210836e-01,8.004111e-02,3.326433e-01,1.594302e+00,-3.159463e+00,[2.90410244 0.00625991 0.12108361],6.585608e-02,0.0
23,161,9.610837e-02,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.045603e-01,3.001113e+00,-1.091030e-02,1.161230e-01,6.917726e-02,3.382130e-01,2.098448e+00,-3.013964e+00,[ 3.00111252 -0.0109103   0.116123  ],8.028806e-02,0.0
24,168,9.610837e-02,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.019902e-01,3.026810e+00,-2.311249e-02,1.228931e-01,6.310668e-02,2.995649e-01,2.023574e+00,-3.263487e+00,[ 3.02681033 -0.02311249  0.12289314],8.518008e-02,0.0
25,175,8.242147e-02,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],9.639292e-02,3.166018e+00,-5.455208e-02,1.251895e-01,5.968868e-02,2.731966e-01,2.829091e+00,-3.076221e+00,[ 3.16601846 -0.05455208  0.12518953],1.047801e-01,0.0027938387934883235
26,182,5.569892e-02,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],9.261671e-02,3.161583e+00,-5.900759e-02,1.613114e-01,5.459221e-02,2.549108e-01,2.570919e+00,-3.330442e+00,[ 3.16158303 -0.05900759  0.16131143],1.086822e-01,0.007391761962023957
27,189,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],6.535884e-02,3.374790e+00,-1.195322e-01,1.650806e-01,5.423300e-02,2.263267e-01,3.480075e+00,-3.153187e+00,[ 3.37478978 -0.11953218  0.16508055],1.365482e-01,0.01722762784173395
28,196,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],4.275698e-02,3.507145e+00,-1.498417e-01,1.613136e-01,4.703134e-02,1.955397e-01,3.800762e+00,-3.353731e+00,[ 3.50714468 -0.14984175  0.16131359],1.543483e-01,0.03612162144720443
29,203,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.007308e-02,3.596388e+00,-1.725554e-01,1.453610e-01,4.107941e-02,1.748043e-01,3.660050e+00,-3.638860e+00,[ 3.59638784 -0.17255538  0.14536096],1.590592e-01,0.02189888994253559
30,210,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],2.966432e-02,3.608112e+00,-1.631198e-01,1.402547e-01,3.644055e-02,1.512444e-01,3.271170e+00,-4.015783e+00,[ 3.60811165 -0.16311984  0.14025466],1.444088e-01,0.02520976357597646
31,217,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],4.571848e-02,3.440605e+00,-1.142192e-01,1.295530e-01,3.413564e-02,1.366813e-01,3.089549e+00,-4.239492e+00,[ 3.44060502 -0.11421923  0.12955302],1.217714e-01,0.0
32,224,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],6.280759e-03,3.595907e+00,-1.487318e-01,1.258631e-01,3.022595e-02,1.200844e-01,2.950621e+00,-4.536599e+00,[ 3.59590724 -0.14873181  0.12586307],1.099057e-01,0.0037961053473565503
33,231,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],4.953506e-02,3.666558e+00,-1.570956e-01,1.241796e-01,2.848254e-02,1.048962e-01,2.868662e+00,-4.759402e+00,[ 3.66655763 -0.15709563  0.12417956],1.039467e-01,0.001668717488370473
34,238,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],9.376626e-02,3.674797e+00,-1.516855e-01,1.238287e-01,2.675684e-02,9.012591e-02,2.571195e+00,-5.083142e+00,[ 3.67479727 -0.15168546  0.12382872],9.593864e-02,0.0
35,245,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],2.765867e-02,3.708319e+00,-1.627901e-01,9.502857e-02,2.336208e-02,1.004776e-01,2.287480e+00,-5.227011e+00,[ 3.70831937 -0.16279007  0.09502857],9.570556e-02,0.0
36,252,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.849033e-02,3.686305e+00,-1.513304e-01,1.022789e-01,2.127858e-02,8.664208e-02,1.962460e+00,-5.621825e+00,[ 3.68630528 -0.15133043  0.1022789 ],8.428038e-02,0.0
37,259,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],2.205998e-02,3.584230e+00,-1.387989e-01,1.295617e-01,1.983732e-02,9.461009e-02,2.012447e+00,-5.578830e+00,[ 3.58423033 -0.13879892  0.12956171],8.369607e-02,0.0
38,266,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.212027e-02,3.573087e+00,-1.421877e-01,1.382539e-01,1.815091e-02,8.948254e-02,1.826098e+00,-5.820565e+00,[ 3.57308673 -0.14218767  0.1382539 ],8.209322e-02,0.0
39,273,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],2.725327e-02,3.535844e+00,-1.271774e-01,1.370051e-01,1.635385e-02,7.852648e-02,1.683310e+00,-6.136849e+00,[ 3.53584389 -0.12717745  0.13700506],7.350257e-02,0.0
40,280,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],3.243296e-02,3.612758e+00,-1.388259e-01,1.096769e-01,1.539485e-02,8.645702e-02,1.616890e+00,-6.141326e+00,[ 3.61275783 -0.13882585  0.10967686],6.938443e-02,0.0
41,287,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],2.713605e-02,3.613628e+00,-1.452430e-01,1.121824e-01,1.470679e-02,7.460013e-02,1.419525e+00,-6.464737e+00,[ 3.61362815 -0.145243    0.11218241],6.023936e-02,0.0
42,294,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.191758e-02,3.632580e+00,-1.420508e-01,1.116890e-01,1.451311e-02,6.452827e-02,1.257242e+00,-6.744434e+00,[ 3.63258017 -0.14205081  0.11168899],5.381465e-02,0.0
43,301,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],3.016623e-03,3.569731e+00,-1.340705e-01,1.205901e-01,1.305522e-02,5.843280e-02,1.370168e+00,-6.863512e+00,[ 3.56973095 -0.13407045  0.12059006],4.832752e-02,0.0
44,308,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.029764e-02,3.564405e+00,-1.340482e-01,1.171588e-01,1.216505e-02,5.123176e-02,1.243211e+00,-7.162886e+00,[ 3.56440454 -0.13404825  0.11715878],4.241815e-02,0.0
45,315,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],2.015015e-02,3.567151e+00,-1.315564e-01,1.160983e-01,1.103907e-02,4.478873e-02,1.073021e+00,-7.541635e+00,[ 3.56715138 -0.13155641  0.11609833],3.582199e-02,0.0
46,322,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],6.791913e-03,3.563883e+00,-1.311442e-01,1.169503e-01,9.510117e-03,3.848130e-02,9.339337e-01,-7.981332e+00,[ 3.56388282 -0.13114418  0.11695028],2.879794e-02,0.0
47,329,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],2.365147e-02,3.593379e+00,-1.368152e-01,1.164961e-01,8.208715e-03,3.569779e-02,1.014616e+00,-8.120716e+00,[ 3.59337902 -0.13681523  0.11649607],2.715325e-02,0.0
48,336,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],2.142605e-02,3.610095e+00,-1.423894e-01,1.092580e-01,9.685700e-03,3.648940e-02,1.176485e+00,-7.785307e+00,[ 3.61009454 -0.14238936  0.10925799],3.074528e-02,0.0
49,343,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.934451e-02,3.629548e+00,-1.470585e-01,1.117970e-01,8.551278e-03,3.427018e-02,1.332997e+00,-7.847724e+00,[ 3.62954786 -0.1470585   0.11179699],3.238428e-02,0.0
50,350,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.007750e-02,3.649175e+00,-1.491614e-01,1.098937e-01,7.899425e-03,2.973317e-02,1.389003e+00,-8.027871e+00,[ 3.64917541 -0.14916142  0.10989365],3.268841e-02,0.0
51,357,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.113959e-02,3.644078e+00,-1.511893e-01,1.092842e-01,8.190370e-03,2.617755e-02,1.209810e+00,-8.257187e+00,[ 3.64407765 -0.15118926  0.10928416],3.122369e-02,0.0
52,364,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.114249e-02,3.632243e+00,-1.500109e-01,1.141056e-01,8.078218e-03,2.546807e-02,1.056793e+00,-8.433675e+00,[ 3.63224343 -0.15001086  0.1141056 ],3.022344e-02,0.0
53,371,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],3.454483e-03,3.608703e+00,-1.455126e-01,1.200216e-01,7.577365e-03,2.655176e-02,1.123876e+00,-8.394465e+00,[ 3.60870259 -0.14551263  0.12002162],3.157547e-02,0.0
54,378,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.457969e-02,3.609471e+00,-1.450380e-01,1.214230e-01,6.552012e-03,2.502278e-02,9.965632e-01,-8.719394e+00,[ 3.60947082 -0.14503803  0.12142302],2.987549e-02,0.0
55,385,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],5.869893e-03,3.611884e+00,-1.453205e-01,1.184629e-01,5.626536e-03,2.206631e-02,8.511158e-01,-9.155172e+00,[ 3.61188428 -0.14532051  0.11846287],2.323354e-02,0.0
56,392,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],9.137401e-03,3.632035e+00,-1.493561e-01,1.157448e-01,4.994823e-03,1.883952e-02,9.055072e-01,-9.370412e+00,[ 3.63203497 -0.14935613  0.1157448 ],2.101675e-02,0.0
57,399,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.002570e-02,3.637478e+00,-1.514758e-01,1.166252e-01,4.516316e-03,1.773470e-02,8.578458e-01,-9.585622e+00,[ 3.63747844 -0.15147585  0.11662523],2.018040e-02,0.0
58,406,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],2.777179e-03,3.613559e+00,-1.473378e-01,1.215943e-01,4.092977e-03,1.791782e-02,9.758165e-01,-9.544923e+00,[ 3.61355903 -0.14733784  0.1215943 ],2.131416e-02,0.0
59,413,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],8.611628e-03,3.629295e+00,-1.498325e-01,1.189765e-01,3.600359e-03,1.554986e-02,8.840869e-01,-9.913625e+00,[ 3.62929481 -0.14983249  0.11897651],1.826148e-02,0.0
60,420,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],6.801000e-03,3.634982e+00,-1.514721e-01,1.160512e-01,3.561253e-03,1.517361e-02,8.099315e-01,-1.003665e+01,[ 3.63498241 -0.15147212  0.11605115],1.742757e-02,0.0
61,427,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.033631e-02,3.628063e+00,-1.488201e-01,1.149829e-01,3.317233e-03,2.011704e-02,7.350917e-01,-9.922572e+00,[ 3.62806312 -0.14882007  0.11498292],1.811740e-02,0.0
62,434,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],3.100393e-02,3.625752e+00,-1.481424e-01,1.153820e-01,2.979713e-03,1.847602e-02,6.606861e-01,-1.022169e+01,[ 3.62575162 -0.1481424   0.11538199],1.671173e-02,0.0
63,441,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.026815e-02,3.620058e+00,-1.475453e-01,1.194713e-01,2.621302e-03,2.202081e-02,6.094026e-01,-1.025513e+01,[ 3.62005792 -0.14754527  0.11947132],1.635242e-02,0.0
64,448,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],3.944813e-03,3.620131e+00,-1.487964e-01,1.202393e-01,3.006216e-03,2.210466e-02,5.350812e-01,-1.024438e+01,[ 3.6201313  -0.14879644  0.12023932],1.669033e-02,0.0
65,455,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],6.057858e-03,3.620300e+00,-1.474513e-01,1.176904e-01,2.662294e-03,2.246296e-02,4.578086e-01,-1.050576e+01,[ 3.62029985 -0.14745128  0.11769038],1.410912e-02,0.0
66,462,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],3.255368e-03,3.619510e+00,-1.476036e-01,1.202056e-01,2.547078e-03,2.355013e-02,4.004429e-01,-1.063662e+01,[ 3.61951028 -0.14760358  0.12020565],1.338928e-02,0.0
67,469,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],4.306142e-03,3.619709e+00,-1.481392e-01,1.204194e-01,2.582840e-03,2.226025e-02,3.585695e-01,-1.078945e+01,[ 3.6197088  -0.14813917  0.12041937],1.169694e-02,0.0
68,476,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],3.125342e-03,3.628929e+00,-1.498484e-01,1.179579e-01,2.341372e-03,1.960765e-02,4.610314e-01,-1.076314e+01,[ 3.62892908 -0.14984837  0.11795786],1.185608e-02,0.0
69,483,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],9.803112e-03,3.637972e+00,-1.514135e-01,1.165913e-01,2.249351e-03,1.745264e-02,6.677219e-01,-1.054926e+01,[ 3.6379721  -0.15141345  0.11659128],1.378810e-02,0.0
70,490,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.056657e-02,3.649619e+00,-1.530299e-01,1.114581e-01,2.161803e-03,1.848536e-02,7.231588e-01,-1.045172e+01,[ 3.64961941 -0.1530299   0.11145809],1.856300e-02,0.0
71,497,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],9.548633e-03,3.631917e+00,-1.476849e-01,1.116897e-01,2.159868e-03,2.410423e-02,7.874343e-01,-1.010205e+01,[ 3.63191693 -0.1476849   0.11168968],2.415134e-02,0.0
72,504,1.168410e-03,[[ 0.04326555 -0.07027561 -0.04062375  0.06895086]],1.126031e-02,3.636749e+00,-1.488220e-01,1.126129e-01,2.242135e-03,2.192975e-02,6.799385e-01,-1.030599e+01,[ 3.63674948 -0.14882203  0.11261288],2.414747e-02,0.0
